Judul,Abstrak,Tanggal,Author,Jurnal,cluster
Tempo Tracking pada Transkrip Guru Ding Dong menggunakan Metode Connected Component Labeling (CCL),music notation is a system of writing musical expressions as outlined in the form of symbols in the form of numbers or blocks music notation is used to document the composer s work in the form of songs so that it can be used by the public in balinese culture there is also a musical notation called guru ding s notation this study discusses the segmentation of guru ding transcript to determine the tempo of each notation using the connected component labeling method and the rule-based method ccl algorithm applies graph theory where all pixels in an area that have a relationship with obeying the rules of pixel proximity will become a new image the image that can be processed by the ccl algorithm is a binary image in addition this study also uses the image preprocessing method for initial data processing namely grayscaling and binarization the system built for research uses the matlab 2017b application the results of the test resulted in an accuracy of the successful identification of characters and the tempo of each notation of 82 this is influenced by the preprocessing process where there is a lot of noise in the image,Publish Date 08 Jan 2020,"Artawan, Komang Nova","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",10
Pengembangan Pemodelan Ontologi Semantik dalam Representasi Pengetahuan Instrumen Gamelan Bali,indonesia has many types of cultural and artistic heritage which one is balinese gamelan knowledge of balinese gamelan still tends to be less explicitly collected this result the cultural heritage knowledge especially the balinese gamelan challenging to be learned by the young and future balinese generation therefore the knowledge of balinese gamelan information should be documented well especially in the digital form in this research we develop an ontology for balinese cultural heritage specifically the gamelan bal this ontology can be used to capture document and represent knowledge surrounds the balinese gamelan domain the construction of the ontology model was carried out using the methontology methodology the gamelan ontology has 112 classes 31 datatype properties 53 object properties and 289 instances further research needs to carry out in order to evaluate and improve the quality of ontology and follow-up by the implementation into a semantic web-based application,Publish Date 08 Jan 2020,"Gede Suhartana, I Ketut","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",15
Customer Segmentation Using RFM Model,at the time of the asean economic community mea indonesia was selected by several companies from other countries to sell its products including overseas paint companies therefore the increasingly fierce market competition business is unlikely to focus solely on products sold but it is also important to pay attention to the process of managing customer relationships with retailers segmentation is an early process that knows which customers can be sustained in segmentation customers who have certain similarities will be grouped into one customer segmentation is a model built in grouping customers according to certain standards to be used as a variable grouping customers will be the same group if they have certain similarities while different groups or segments are customers who have different characteristics,Publish Date 08 Jan 2020,"Prasetya, Ketut Yogi","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",10
Building TariPedia App as A Typical Balinese Performance Encyclopedia on Mobile Device Platform,indonesia is a country with a variety of cultures and arts traditional art dance is one of indonesia s arts which is one of the important aspects in supporting indonesian culture and even tourism traditional dance has a special attraction to be enjoyed while staying in the midst of rapid development therefore the writer makes a market application that connects the studios dance groups and dancers with traditional dancer tenants taripedia makes it easy for studio owners service providers and event organizers to market their services so that they can be more easily reached by the public and can increase sales of their services with the payment feature through the application therefore by developing taripedia with prototyping method and java language in its development taripedia will continue facilitates the community especially in the fields of traditional dance and at the same time modernizing regional arts,Publish Date 08 Jan 2020,"Dharma Wibawa, I Made Bayu","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",0
Designing a Computer Network in Building a Smart School with Case Study of SMA Negeri 1 Kediri,smart school is a technology-based school concept used in the teaching and learning process in the classroom the use of educational technology includes an integrated system that assists the educational community in carrying out their respective functions with the aim of developing the potential of students the use of technology in the field of education is expected to help and facilitate students and schools in conducting learning so that technology is able to facilitate and solve problems in learning in building smart schools it is also necessary to design technology developed in technology the concept of network development that will be used is to use the top-down method and the topology used is to use ring topology and star topology with the development of smart schools it is expected that education using technology will continue to develop,Publish Date 08 Jan 2020,"Gede Dwidasmara, Ida Bagus","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",12
Implementation of the CBR (Case Based Reasoning) Method in Cases of Cesarean section,cbr case based reasoning method is a reasoning method that uses old knowledge to overcome new problems cbr will provide solutions to new cases by looking at old cases that are closest to new cases one case that can use the cbr method is a case of cesarean section because there are several factors that affect cesarean section as well as features in the system including age number of pregnancies time of delivery blood pressure and heart status so that not everyone can do surgery cesar in this study a system was used to determine whether a patient could have a cesarean section or not by using the cbr method and calculate similarity using naive bayes the percentage correlation value of each feature is sought using spss because each feature has a different effect on the results the number of cesarean section data was 80 data in this study were divided into 70 training data 56 and 30 testing data 24 where the new case data will be compared with the old case data in the database and then the similarity criteria are calculated based on the existing formula the results of testing of 24 data testing there are 5 data whose results are incompatible and 19 data whose results are in accordance with the data before it is shared so that the accuracy of the cesarean section with the cbr method using nayve bayes is 79,Publish Date 08 Jan 2020,"Sri Devi, Ni Komang","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",19
Comparison of Use of Music Content (Tempo) and User Context (Mood) Features On Classification of Music Genre,the development of technology in the current era in the field of multimedia music is not just entertainment or pleasure nowadays online music growth is greatly increasing namely music can be classified by genre the music genre is the grouping of music according to their resemblance to each other in previous studies the system was built with naive bayes classifier which is useful for predicting songs based on the lyrics of the song in our study we used a dataset that was divided into several genera namely blues electronic r b christian hip hop rap rock country jazz ska dance pop and soul which obtained the accuracy of music content of 45 while for context users get an accuracy of 60 keywords genre naive bayes music content user context,Publish Date 08 Jan 2020,"Bayu Atmaja Darmawan, I Dewa Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",16
Pengembangan Rekomender Sistem Layanan Kesehatan Terintegrasi E-Commerce,kembang rekomender sistem layan sehat tuju untuk bantu masyarakat tempat layan sehat baik untuk kunjung pilih tempat layan sehat dasar kriteria kualitas layan jarak tempuh guna tempat layan rating tempat layan masalah hadap bagaimana tentu tempat layan sehat baik kriteria sifat subjektif tidak dengan cepat sistem rekomendasi layan sehat bangun guna metode f-ahp fuzzy analytical hierarchy process kembang metode ahp analytical hierarchy process atas kriteria sifat subjektif tidak dengan cepat sistem rekomendasi layan sehat terap perangkat mobile mudah guna untuk dapat rekomendasi tempat layan sehat dasar kriteria kualitas layan jarak tempuh rating tempat layan cari informasi tempat layan sehat dengan tangan masalah mesan nomor antri bayar teliti hasil buah sistem rekomendasi layan sehat bas mobile guna metode fuzzy ahp maksud sistem rekomendasi tempat layan sehat bas mobile untuk mudah guna aplikasi cari informasi tempat layan sehat tentu tempat layan sehat baik rekomendasi sistem,Publish Date 14 Jan 2020,"Budiastawa, I Dewa Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",7
Perbandingan Jenis TF terhadap Hasil Evaluasi Information Retrieval,buah sistem temu kembali salah satu cara untuk cari antara query dokumen guna term frequency inverse document frequency tf-idf tf umum guna langsung guna jumlah term frequency banyak jenis tf yang kombinasi idf teliti akan kombinasi 4 jenis tf natural tf normalization max tf logaritma tf boolean tf tuju untuk cari jenis tf yang baik kombinasi idf hasil teliti tunjuk logaritma tf yang baik dengan nilai f-measure besar 0 00662 keywords tf-idf natural tf normalization tf logaritma tf boolean tf,Publish Date 16 Jan 2021,"Santiyasa, I Wayan","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 2 (2019): Jeliku Volume 8 No 2, November 2019",11
Design Of Mobile-Based Decoration Service E- Marketplace Application System,nowadays people tend to search for goods or services through their mobile device using an electronic marketplace in bal a decoration business for weddings religious events and other events grow rapidly this business provides services that rents various kinds of decorations such as tents chairs tables stages and others that are commonly used in ceremonial events however unfortunate for decoration service entrepreneurs who have high prospects many of them are using the traditional method of marketing and sales such as word-of- mouth moreover many of them not catching up with the current development of the e-market by listing the services on the e-marketplace easier for the customer to find the desired decoration services that fit their needs and budget also by utilizing the e-marketplace will save the customer time because the customer can just search compare and book to rent decorations without leaving home the purpose of this research project is to create a mobile-based application of market place that accommodates entrepreneurs renting decorations our purposed mobile-based marketplace uses the prototyping method to build this mobile-based application,Publish Date 22 Jan 2020,"Wahyuadnyana, Kadek Dwi","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 8 No 3 (2020): JELIKU Volume 8 No 3, February 2020",0
